id_caso,fecha_solicitud,semestre,facultad,programa,motivo,tipo_atencion,tiempo_respuesta_horas,satisfaccion_estudiante,region
CASO00667,08/09/2024,2024-2,Artes y Humanidades,Comunicación,Soporte técnico,Mesa de ayuda,25.5,3,Medellín
CASO00668,30/08/2024,2024-2,Artes y Humanidades,Comunicación,Dificultad académica,Psicosocial,38.2,3,Medellín
CASO00669,30/03/2024,2024-1,Ciencias Económicas,Administración,Soporte técnico,Psicosocial,24.4,4,Itagüí
CASO00670,13/09/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Psicosocial,31.2,3,Medellín
CASO00671,29/02/2024,2024-1,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Psicosocial,19.5,4,Rionegro
CASO00672,16/03/2024,2024-1,Ingeniería,Ingeniería Mecánica,Dificultad académica,Mesa de ayuda,1.9,4,Apartadó
CASO00673,15/04/2024,2024-1,Artes y Humanidades,Comunicación,Dificultad académica,Mesa de ayuda,27.6,3,Rionegro
CASO00674,25/05/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Dificultad académica,Tutoría,35.0,2,Rionegro
CASO00675,01/05/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Problemas personales,Mesa de ayuda,12.2,4,Medellín
CASO00676,11/09/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Acceso a plataforma,Psicosocial,28.1,2,Itagüí
CASO00677,13/12/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Problemas personales,Mesa de ayuda,12.8,2,Rionegro
CASO00678,08/05/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Acceso a plataforma,Académica,45.8,5,Rionegro
CASO00679,09/02/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Dificultad académica,Tutoría,12.9,4,Rionegro
CASO00680,23/04/2024,2024-1,Ciencias Económicas,Economía,Soporte técnico,Tutoría,16.1,2,Rionegro
CASO00681,24/10/2024,2024-2,Ingeniería,Ingeniería Mecánica,Problemas personales,Académica,24.0,5,Itagüí
CASO00682,19/10/2024,2024-2,Artes y Humanidades,Artes Escénicas,Problemas personales,Psicosocial,30.4,4,Apartadó
CASO00683,03/04/2024,2024-1,Ingeniería,Ingeniería Mecánica,Problemas personales,Académica,6.7,4,Rionegro
CASO00684,17/03/2024,2024-1,Ciencias Económicas,Economía,Acceso a plataforma,Mesa de ayuda,31.9,2,Rionegro
CASO00685,06/05/2024,2024-1,Artes y Humanidades,Comunicación,Acceso a plataforma,Académica,38.6,5,Rionegro
CASO00686,26/08/2024,2024-2,Ingeniería,Ingeniería Electrónica,Soporte técnico,Psicosocial,19.9,2,Apartadó
CASO00687,07/02/2024,2024-1,Ciencias Económicas,Contaduría,Acceso a plataforma,Tutoría,28.8,3,Medellín
CASO00688,04/05/2024,2024-1,Ciencias Económicas,Administración,Orientación de matrícula,Académica,28.4,4,Itagüí
CASO00689,18/06/2024,2024-1,Ciencias Económicas,Economía,Soporte técnico,Tutoría,26.5,4,Itagüí
CASO00690,14/11/2024,2024-2,Ingeniería,Ingeniería Mecánica,Acceso a plataforma,Psicosocial,39.0,5,Itagüí
CASO00691,10/12/2024,2024-2,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Mesa de ayuda,13.8,3,Apartadó
CASO00692,28/08/2024,2024-2,Artes y Humanidades,Comunicación,Orientación de matrícula,Académica,50.9,2,Rionegro
CASO00693,23/01/2024,2024-1,Artes y Humanidades,Artes Escénicas,Soporte técnico,Psicosocial,21.1,3,Rionegro
CASO00694,18/02/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Soporte técnico,Académica,22.6,2,Medellín
CASO00695,05/03/2024,2024-1,Ciencias Económicas,Contaduría,Problemas personales,Psicosocial,22.8,3,Itagüí
CASO00696,11/09/2024,2024-2,Ciencias Económicas,Contaduría,Dificultad académica,Psicosocial,20.8,5,Apartadó
CASO00697,03/05/2024,2024-1,Ingeniería,Ingeniería Mecánica,Acceso a plataforma,Mesa de ayuda,28.7,4,Itagüí
CASO00698,08/11/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Problemas personales,Mesa de ayuda,34.6,2,Medellín
CASO00699,11/08/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Psicosocial,23.0,3,Rionegro
CASO00700,04/08/2024,2024-2,Ingeniería,Ingeniería Mecánica,Dificultad académica,Académica,34.2,2,Apartadó
CASO00701,30/08/2024,2024-2,Ciencias Económicas,Administración,Soporte técnico,Mesa de ayuda,16.2,5,Itagüí
CASO00702,10/10/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Problemas personales,Tutoría,23.3,3,Medellín
CASO00703,13/09/2024,2024-2,Ciencias Económicas,Administración,Problemas personales,Mesa de ayuda,48.9,2,Rionegro
CASO00704,06/03/2024,2024-1,Ingeniería,Ingeniería Mecánica,Orientación de matrícula,Psicosocial,12.1,5,Itagüí
CASO00705,07/02/2024,2024-1,Ciencias Económicas,Contaduría,Dificultad académica,Tutoría,15.9,5,Medellín
CASO00706,18/06/2024,2024-1,Artes y Humanidades,Comunicación,Problemas personales,Académica,23.3,3,Rionegro
CASO00707,04/11/2024,2024-2,Ingeniería,Ingeniería Electrónica,Soporte técnico,Mesa de ayuda,7.7,5,Apartadó
CASO00708,24/05/2024,2024-1,Ciencias Económicas,Economía,Problemas personales,Tutoría,9.5,2,Medellín
CASO00709,08/10/2024,2024-2,Ciencias Económicas,Administración,Problemas personales,Psicosocial,30.8,5,Itagüí
CASO00710,14/09/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Problemas personales,Tutoría,8.0,2,Rionegro
CASO00711,23/01/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Mesa de ayuda,25.5,2,Medellín
CASO00712,24/02/2024,2024-1,Ciencias Económicas,Contaduría,Orientación de matrícula,Psicosocial,20.0,5,Medellín
CASO00713,26/11/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Orientación de matrícula,Académica,33.1,3,Apartadó
CASO00714,25/04/2024,2024-1,Ciencias Económicas,Economía,Dificultad académica,Académica,0.5,2,Rionegro
CASO00715,09/09/2024,2024-2,Ciencias Económicas,Administración,Acceso a plataforma,Académica,36.7,2,Apartadó
CASO00716,23/07/2024,2024-2,Ciencias Económicas,Economía,Problemas personales,Tutoría,8.3,2,Rionegro
CASO00717,17/09/2024,2024-2,Ciencias Económicas,Administración,Problemas personales,Psicosocial,29.4,5,Rionegro
CASO00718,30/03/2024,2024-1,Ingeniería,Ingeniería Electrónica,Dificultad académica,Académica,23.7,3,Apartadó
CASO00719,25/08/2024,2024-2,Artes y Humanidades,Comunicación,Soporte técnico,Académica,28.1,5,Itagüí
CASO00720,19/07/2024,2024-2,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Académica,31.4,5,Apartadó
CASO00721,29/01/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Soporte técnico,Mesa de ayuda,38.5,4,Apartadó
CASO00722,10/11/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Problemas personales,Tutoría,31.1,4,Apartadó
CASO00723,25/07/2024,2024-2,Ciencias Económicas,Economía,Problemas personales,Mesa de ayuda,24.1,2,Itagüí
CASO00724,27/02/2024,2024-1,Ciencias Económicas,Administración,Dificultad académica,Tutoría,16.5,3,Medellín
CASO00725,21/10/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Problemas personales,Mesa de ayuda,11.9,5,Rionegro
CASO00726,28/02/2024,2024-1,Ciencias Económicas,Economía,Orientación de matrícula,Académica,28.5,4,Medellín
CASO00727,16/05/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Soporte técnico,Tutoría,36.4,4,Apartadó
CASO00728,04/10/2024,2024-2,Artes y Humanidades,Artes Escénicas,Soporte técnico,Psicosocial,26.9,2,Apartadó
CASO00729,11/10/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Acceso a plataforma,Académica,20.8,3,Apartadó
CASO00730,15/11/2024,2024-2,Ciencias Económicas,Economía,Soporte técnico,Académica,48.1,5,Medellín
CASO00731,24/10/2024,2024-2,Artes y Humanidades,Comunicación,Problemas personales,Psicosocial,43.1,2,Itagüí
CASO00732,28/02/2024,2024-1,Ciencias Económicas,Contaduría,Orientación de matrícula,Académica,32.7,5,Medellín
CASO00733,04/12/2024,2024-2,Ingeniería,Ingeniería Mecánica,Soporte técnico,Tutoría,9.8,3,Medellín
CASO00734,11/11/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Orientación de matrícula,Académica,30.2,3,Apartadó
CASO00735,15/12/2024,2024-2,Artes y Humanidades,Comunicación,Soporte técnico,Académica,34.6,4,Rionegro
CASO00736,09/06/2024,2024-1,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Académica,24.3,5,Rionegro
CASO00737,19/04/2024,2024-1,Artes y Humanidades,Artes Escénicas,Soporte técnico,Psicosocial,15.1,4,Itagüí
CASO00738,29/11/2024,2024-2,Artes y Humanidades,Artes Escénicas,Orientación de matrícula,Psicosocial,27.6,3,Rionegro
CASO00739,02/11/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Dificultad académica,Académica,8.1,5,Rionegro
CASO00740,15/10/2024,2024-2,Artes y Humanidades,Diseño Gráfico,Acceso a plataforma,Tutoría,26.8,3,Itagüí
CASO00741,08/08/2024,2024-2,Ciencias Económicas,Contaduría,Dificultad académica,Tutoría,25.4,4,Medellín
CASO00742,17/06/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Dificultad académica,Mesa de ayuda,26.1,3,Rionegro
CASO00743,30/01/2024,2024-1,Artes y Humanidades,Artes Escénicas,Dificultad académica,Académica,0.5,5,Medellín
CASO00744,04/05/2024,2024-1,Ingeniería,Ingeniería Mecánica,Orientación de matrícula,Tutoría,34.2,4,Rionegro
CASO00745,20/04/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Dificultad académica,Tutoría,43.6,3,Rionegro
CASO00746,23/09/2024,2024-2,Ciencias Económicas,Administración,Problemas personales,Mesa de ayuda,11.0,4,Medellín
CASO00747,10/08/2024,2024-2,Ingeniería,Ingeniería Electrónica,Acceso a plataforma,Psicosocial,18.3,3,Apartadó
CASO00748,21/11/2024,2024-2,Ciencias Económicas,Administración,Soporte técnico,Psicosocial,13.0,3,Apartadó
CASO00749,11/11/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Orientación de matrícula,Psicosocial,38.8,2,Apartadó
CASO00750,14/06/2024,2024-1,Ciencias Económicas,Administración,Dificultad académica,Tutoría,28.3,5,Medellín
CASO00751,28/08/2024,2024-2,Artes y Humanidades,Artes Escénicas,Orientación de matrícula,Tutoría,14.6,5,Apartadó
CASO00752,01/12/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Problemas personales,Académica,47.9,4,Medellín
CASO00753,08/12/2024,2024-2,Ingeniería,Ingeniería Electrónica,Dificultad académica,Académica,28.0,4,Apartadó
CASO00754,14/03/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Dificultad académica,Psicosocial,12.1,2,Rionegro
CASO00755,16/09/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Dificultad académica,Académica,31.1,2,Rionegro
CASO00756,20/10/2024,2024-2,Artes y Humanidades,Comunicación,Problemas personales,Tutoría,37.9,4,Apartadó
CASO00757,31/05/2024,2024-1,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Psicosocial,55.3,2,Medellín
CASO00758,05/11/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Orientación de matrícula,Académica,12.2,3,Itagüí
CASO00759,27/06/2024,2024-1,Ciencias Económicas,Economía,Dificultad académica,Académica,8.4,2,Rionegro
CASO00760,28/05/2024,2024-1,Artes y Humanidades,Artes Escénicas,Problemas personales,Psicosocial,12.4,3,Rionegro
CASO00761,06/06/2024,2024-1,Artes y Humanidades,Artes Escénicas,Dificultad académica,Tutoría,23.0,3,Apartadó
CASO00762,22/07/2024,2024-2,Ciencias Económicas,Contaduría,Dificultad académica,Psicosocial,22.1,2,Medellín
CASO00763,09/05/2024,2024-1,Ciencias Económicas,Economía,Dificultad académica,Tutoría,0.5,3,Itagüí
CASO00764,11/06/2024,2024-1,Ciencias Económicas,Contaduría,Problemas personales,Académica,25.2,5,Apartadó
CASO00765,29/03/2024,2024-1,Ciencias Económicas,Contaduría,Problemas personales,Académica,12.1,3,Rionegro
CASO00766,25/10/2024,2024-2,Ciencias Económicas,Economía,Orientación de matrícula,Tutoría,7.1,5,Medellín
CASO00767,11/03/2024,2024-1,Ingeniería,Ingeniería Electrónica,Acceso a plataforma,Mesa de ayuda,12.9,4,Rionegro
CASO00768,02/02/2024,2024-1,Ingeniería,Ingeniería de Sistemas,Soporte técnico,Tutoría,22.2,4,Itagüí
CASO00769,25/01/2024,2024-1,Ciencias Económicas,Economía,Soporte técnico,Psicosocial,28.0,3,Apartadó
CASO00770,03/11/2024,2024-2,Ciencias Económicas,Administración,Problemas personales,Académica,18.0,2,Medellín
CASO00771,27/08/2024,2024-2,Ingeniería,Ingeniería Mecánica,Orientación de matrícula,Psicosocial,41.4,5,Medellín
CASO00772,13/05/2024,2024-1,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Psicosocial,32.0,4,Medellín
CASO00773,23/06/2024,2024-1,Artes y Humanidades,Artes Escénicas,Problemas personales,Psicosocial,18.6,2,Medellín
CASO00774,24/07/2024,2024-2,Ciencias Económicas,Administración,Orientación de matrícula,Mesa de ayuda,40.2,4,Apartadó
CASO00775,12/03/2024,2024-1,Artes y Humanidades,Comunicación,Problemas personales,Académica,0.5,4,Medellín
CASO00776,12/03/2024,2024-1,Artes y Humanidades,Artes Escénicas,Dificultad académica,Mesa de ayuda,23.9,3,Rionegro
CASO00777,24/08/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Orientación de matrícula,Académica,12.8,2,Medellín
CASO00778,03/08/2024,2024-2,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Psicosocial,28.1,4,Rionegro
CASO00779,26/11/2024,2024-2,Ciencias Económicas,Economía,Dificultad académica,Académica,50.5,3,Apartadó
CASO00780,21/10/2024,2024-2,Ingeniería,Ingeniería Mecánica,Acceso a plataforma,Mesa de ayuda,14.8,2,Apartadó
CASO00781,09/12/2024,2024-2,Ciencias Económicas,Administración,Dificultad académica,Mesa de ayuda,16.6,3,Itagüí
CASO00782,07/03/2024,2024-1,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Tutoría,16.9,5,Itagüí
CASO00783,18/10/2024,2024-2,Artes y Humanidades,Artes Escénicas,Acceso a plataforma,Académica,37.8,4,Rionegro
CASO00784,17/06/2024,2024-1,Ingeniería,Ingeniería Mecánica,Problemas personales,Tutoría,19.5,5,Apartadó
CASO00785,07/11/2024,2024-2,Artes y Humanidades,Comunicación,Orientación de matrícula,Académica,21.1,3,Medellín
CASO00786,09/08/2024,2024-2,Ingeniería,Ingeniería Mecánica,Dificultad académica,Mesa de ayuda,38.9,5,Medellín
CASO00787,07/11/2024,2024-2,Ciencias Económicas,Economía,Orientación de matrícula,Tutoría,31.6,5,Medellín
CASO00788,28/10/2024,2024-2,Ciencias Económicas,Economía,Dificultad académica,Tutoría,38.7,3,Rionegro
CASO00789,22/07/2024,2024-2,Ingeniería,Ingeniería Electrónica,Orientación de matrícula,Psicosocial,34.2,2,Rionegro
CASO00790,15/12/2024,2024-2,Ciencias Económicas,Economía,Orientación de matrícula,Académica,30.9,5,Apartadó
CASO00791,23/01/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Problemas personales,Mesa de ayuda,19.0,2,Itagüí
CASO00792,23/02/2024,2024-1,Ciencias Económicas,Economía,Problemas personales,Tutoría,2.7,3,Medellín
CASO00793,04/03/2024,2024-1,Artes y Humanidades,Diseño Gráfico,Dificultad académica,Psicosocial,23.7,4,Rionegro
CASO00794,05/11/2024,2024-2,Ingeniería,Ingeniería Electrónica,Problemas personales,Psicosocial,30.0,4,Apartadó
CASO00795,19/08/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Soporte técnico,Tutoría,34.8,5,Itagüí
CASO00796,29/08/2024,2024-2,Artes y Humanidades,Comunicación,Dificultad académica,Mesa de ayuda,34.8,3,Itagüí
CASO00797,25/11/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Problemas personales,Mesa de ayuda,28.1,4,Medellín
CASO00798,31/10/2024,2024-2,Ingeniería,Ingeniería de Sistemas,Acceso a plataforma,Psicosocial,3.5,5,Apartadó
CASO00799,24/08/2024,2024-2,Ingeniería,Ingeniería Mecánica,Soporte técnico,Tutoría,0.5,3,Rionegro
CASO00800,19/02/2024,2024-1,Artes y Humanidades,Artes Escénicas,Orientación de matrícula,Mesa de ayuda,39.1,4,Rionegro
